id;referencia;nome_produto;marca;categoria;especificacao;caracteristicas;preco_eur;preco_formatado;pagina_catalogo
8016;68813;MAJOR REPAIR;Major;PRÓTESIS;Kulzer-Vetas (rosa oscuro;Resina de fraguado dental en la clínica. Envases de sólo 100 y Kulzer.;26.78;26,78 €;870
8017;6882;MAJOR REPAIR;Major;PRÓTESIS;Color Major (rosa rojo);Resina de fraguado dental en la clínica. Envases de sólo 100 y Kulzer.;26.78;26,78 €;870
8018;68823;MAJOR REPAIR;Major;PRÓTESIS;Major-Vetas (rosa rojo veteado);Resina de fraguado dental en la clínica. Envases de sólo 100 y Kulzer.;26.78;26,78 €;870
8019;69122;TABLETAS LIMPIADORAS PARA PRÓTESIS DENTAL;Senti2;PRÓTESIS;;30 unidades;3.99;3,99 €;870
8020;H00307;MAJOR REPAIR;Major;PRÓTESIS;Set color;gr.), 1 líquido (500;108.15;108,15 €;870
8021;H00308;MAJOR REPAIR;Major;PRÓTESIS;Set color;gr.), 1 líquido (500;108.15;108,15 €;870
8022;H00309;MAJOR REPAIR;Major;PRÓTESIS;Set color;gr.), 1 líquido (500;108.15;108,15 €;870
8023;H00310;MAJOR REPAIR;Major;PRÓTESIS;Set color;gr.), 1 líquido (500;108.15;108,15 €;870
8024;H00312;MAJOR REPAIR;Major;PRÓTESIS;Set color;gr.), 1 líquido (500;26.78;26,78 €;870
8025;H00318;MAJOR REPAIR;Major;PRÓTESIS;Set color;gr.), 1 líquido (500;26.78;26,78 €;870
8026;H00332;MAJOR REPAIR;Major;PRÓTESIS;Color I;500;26.78;26,78 €;870
8027;0812;VASITOS DE MEZCLA GRADUADOS;Larident;PRÓTESIS;;Con tapa y bandeja para contener prótesis. Fabricada en plástico.;10.94;10,94 €;871
8028;4179;VASOS EVE-MIX DE MEZCLADO;Eve;PRÓTESIS;;Silicona flexible. 3 unidades de 5;8.62;8,62 €;871
8029;6861;VASITOS DE MEZCLA GRADUADOS;Larident;PRÓTESIS;;Vasitos graduados. 100 uds. color azul transparente, que se indica;8.99;8,99 €;871
8030;6863;TAZAS DE SILICONA;Larident;PRÓTESIS;Taza 5 ml. 2 uds.;Tazas de silicona ventosa en la base;5.62;5,62 €;871
8031;6864;TAZAS DE SILICONA;Larident;PRÓTESIS;Taza 15 ml. 2 uds.;Tazas de silicona ventosa en la base;6.49;6,49 €;871
8032;H21047;SILICONA PARA MEZCLA;Proclinic;PRÓTESIS;30 ml.;Tazas de silicona ventosa en la base;7.14;7,14 €;871
8033;H21048;SILICONA PARA MEZCLA;Proclinic;PRÓTESIS;50 ml.;Tazas de silicona ventosa en la base;8.71;8,71 €;871
8034;H21049;SILICONA PARA MEZCLA;Proclinic;PRÓTESIS;;Tazas de silicona ventosa en la base;10.0;10,00 €;871
8035;H12723;KATANA ZR BLOCK STML Caja x 2;Katana;PRÓTESIS;;5PZS (A1, A2, A3, A3.5, B2) CEREC NW - H12724 - H12736 H12743 -;161.32;161,32 €;877
8036;H61899;CELTRA DUO LT;Dentsply;PRÓTESIS;;Bloques para el sistema CEREC INLAB y SIRONA formado por cristal cerámico de alta calidad de silicato;682.35;682,35 €;881
8037;H62392;CEREC TESSERA;Dentsply Sirona;PRÓTESIS;;2xA1 (MT), 2xA2 (MT & HT), - 2xA3 (MT & HT), 2xA3,5 (MT). Bandeja alveolar y discos de cocción, pines, líquido de sobreglaseado - y glaseado, pinceles de maquillaje/glaseado, silicona - moldeable, pinzas diamantadaas, liquido de glaseado. - H62385;547.2;547,20 €;882
8038;H72150;INITAL LISI BLOCK CONECTOR CEREC©;GC;PRÓTESIS;A1 HT;;144.84;144,84 €;883
8039;H72151;INITAL LISI BLOCK CONECTOR CEREC©;GC;PRÓTESIS;A2 HT;;144.84;144,84 €;883
8040;H72152;INITAL LISI BLOCK CONECTOR CEREC©;GC;PRÓTESIS;A3 HT;;144.84;144,84 €;883
8041;H72153;INITAL LISI BLOCK CONECTOR CEREC©;GC;PRÓTESIS;B1 HT;;144.84;144,84 €;883
8042;H72154;INITAL LISI BLOCK CONECTOR CEREC©;GC;PRÓTESIS;A1 LT;;144.84;144,84 €;883
8043;H72155;INITAL LISI BLOCK CONECTOR CEREC©;GC;PRÓTESIS;A2 LT;;144.84;144,84 €;883
8044;H72156;INITAL LISI BLOCK CONECTOR CEREC©;GC;PRÓTESIS;A3 LT;;144.84;144,84 €;883
8045;H72157;INITAL LISI BLOCK CONECTOR CEREC©;GC;PRÓTESIS;B1 LT;Lisi Block ofrece unas propiedades físicas óptimas sin gía patentada HDM (Micronización de Alta Densidad) para la odontología resitencia al desgaste y un resultado estético. Esto lo convierte en una solución sesión. GC recomienda cementar las restauraciones de Initial Lisi Block con curado G-CEM LinkForce o un cemento utoadhesivo como G-CEM ONE.;144.84;144,84 €;883
8046;H72159;INITAL LISI BLOCK CONECTOR CEREC©;GC;PRÓTESIS;BL;Lisi Block ofrece unas propiedades físicas óptimas sin gía patentada HDM (Micronización de Alta Densidad) para la odontología resitencia al desgaste y un resultado estético. Esto lo convierte en una solución sesión. GC recomienda cementar las restauraciones de Initial Lisi Block con curado G-CEM LinkForce o un cemento utoadhesivo como G-CEM ONE.;144.84;144,84 €;883
8047;H72160;INITAL LISI BLOCK CONECTOR CEREC©;GC;PRÓTESIS;A3,5 HT;Lisi Block ofrece unas propiedades físicas óptimas sin gía patentada HDM (Micronización de Alta Densidad) para la odontología resitencia al desgaste y un resultado estético. Esto lo convierte en una solución sesión. GC recomienda cementar las restauraciones de Initial Lisi Block con curado G-CEM LinkForce o un cemento utoadhesivo como G-CEM ONE.;144.84;144,84 €;883
8048;H72161;INITAL LISI BLOCK CONECTOR CEREC©;GC;PRÓTESIS;A3,5 LT;Lisi Block ofrece unas propiedades físicas óptimas sin gía patentada HDM (Micronización de Alta Densidad) para la odontología resitencia al desgaste y un resultado estético. Esto lo convierte en una solución sesión. GC recomienda cementar las restauraciones de Initial Lisi Block con curado G-CEM LinkForce o un cemento utoadhesivo como G-CEM ONE.;144.84;144,84 €;883
8049;H61699;E.MAX CAD CRYSTALLIZATION;Ivoclar;PRÓTESIS;;Nuevos pins para cristalizar;33.25;33,25 €;884
8050;H61700;E.MAX CAD CRYSTALL GLAZE;Ivoclar;PRÓTESIS;Paste Fluo 3 gr.;Pasta de glaseado especialmente desarrollada para su utilización con restauraciones completamente anatómicas de intensivos en pasta IPS e.max CAD. Puede aplicarse tanto después de la cristalización naturales. Coordinados como en estado “azul”. Líquido especial para diluir los IPS e.max CAD pueden aplicarse tanto en Crystall/Shades, Stains y la pasta de glasear IPS e.max CAD Crystall/ estado “azul”. Ivomix Glaze Paste. Spray de glaseado especial para utilizar con restauracio- nes completamente anatómicas de IPS e.max CAD. Se aplica sobre las;33.3;33,30 €;884
8051;H61876;E.MAX CAD CRYSTALL ADD-ON;Ivoclar;PRÓTESIS;Add-on Dentina;Adecuado para el en la técnica de CAD en IPS e.max una la cocción de fusión / cristalización. Masas para realizar ajustes, tales como males u oclusales. Estos ajustes pueden la cocción de cristalización o en un ciclo;34.15;34,15 €;884
8052;H99792;E.MAX CAD CRYSTALL ADD-ON;Ivoclar;PRÓTESIS;Add-on Líquido allround;Adecuado para el en la técnica de CAD en IPS e.max una la cocción de fusión / cristalización. Masas para realizar ajustes, tales como males u oclusales. Estos ajustes pueden la cocción de cristalización o en un ciclo;29.25;29,25 €;884
8053;H99819;E.MAX CAD CRYSTALLIZATION;Ivoclar;PRÓTESIS;;Bandeja de cocción de lización de las restauraciones de IPS e.max suministrados son necesarios para la cristalización de IPS e.max CAD completamente anatómicas. debe usarse para IPS e.max Ceram. ajuste en la zona de fusión vez que se ha completado;168.0;168,00 €;884
8054;H99820;E.MAX CAD CRYSTALL SHADE;Ivoclar;PRÓTESIS;1;Jeringa 3 gr. Colores para su utilización con IPS e.max CAD. restauraciones ya cristalizadas como en;69.3;69,30 €;884
8055;H99821;E.MAX CAD CRYSTALL SHADE;Ivoclar;PRÓTESIS;2;Jeringa 3 gr. Colores para su utilización con IPS e.max CAD. restauraciones ya cristalizadas como en;69.3;69,30 €;884
8056;H99822;E.MAX CAD CRYSTALL SHADE;Ivoclar;PRÓTESIS;3;Jeringa 3 gr. Colores para su utilización con IPS e.max CAD. restauraciones ya cristalizadas como en;69.3;69,30 €;884
8057;H99823;E.MAX CAD CRYSTALL SHADE;Ivoclar;PRÓTESIS;4;Jeringa 3 gr. Colores para su utilización con IPS e.max CAD. restauraciones ya cristalizadas como en;69.3;69,30 €;884
8058;H99824;E.MAX CAD CRYSTALL ADD-ON;Ivoclar;PRÓTESIS;Add-on Incisal;Adecuado para el en la técnica de CAD en IPS e.max una la cocción de fusión / cristalización. Masas para realizar ajustes, tales como males u oclusales. Estos ajustes pueden la cocción de cristalización o en un ciclo;34.15;34,15 €;884
8059;H99825;E.MAX CAD CRYSTALL STAINS;Ivoclar;PRÓTESIS;Copper;Jeringa 1 gr. Maquillajes dentinarios en pasta para la reproducción de características Pueden aplicarse tanto en para su uso con IPS e.max CAD y que estado “azul”. restauraciones ya cristalizadas como en;69.3;69,30 €;884
8060;H99826;E.MAX CAD CRYSTALL GLAZE;Ivoclar;PRÓTESIS;Paste 3 gr.;Pasta de glaseado especialmente desarrollada para su utilización con restauraciones completamente anatómicas de intensivos en pasta IPS e.max CAD. Puede aplicarse tanto después de la cristalización naturales. Coordinados como en estado “azul”. Líquido especial para diluir los IPS e.max CAD pueden aplicarse tanto en Crystall/Shades, Stains y la pasta de glasear IPS e.max CAD Crystall/ estado “azul”. Ivomix Glaze Paste. Spray de glaseado especial para utilizar con restauracio- nes completamente anatómicas de IPS e.max CAD. Se aplica sobre las;33.3;33,30 €;884
8061;H99827;E.MAX CAD CRYSTALL GLAZE;Ivoclar;PRÓTESIS;Líquido 15 ml;Pasta de glaseado especialmente desarrollada para su utilización con restauraciones completamente anatómicas de intensivos en pasta IPS e.max CAD. Puede aplicarse tanto después de la cristalización naturales. Coordinados como en estado “azul”. Líquido especial para diluir los IPS e.max CAD pueden aplicarse tanto en Crystall/Shades, Stains y la pasta de glasear IPS e.max CAD Crystall/ estado “azul”. Ivomix Glaze Paste. Spray de glaseado especial para utilizar con restauracio- nes completamente anatómicas de IPS e.max CAD. Se aplica sobre las;33.3;33,30 €;884
8062;H99828;E.MAX CAD CRYSTALL GLAZE;Ivoclar;PRÓTESIS;Spray 270 ml;Pasta de glaseado especialmente desarrollada para su utilización con restauraciones completamente anatómicas de intensivos en pasta IPS e.max CAD. Puede aplicarse tanto después de la cristalización naturales. Coordinados como en estado “azul”. Líquido especial para diluir los IPS e.max CAD pueden aplicarse tanto en Crystall/Shades, Stains y la pasta de glasear IPS e.max CAD Crystall/ estado “azul”. Ivomix Glaze Paste. Spray de glaseado especial para utilizar con restauracio- nes completamente anatómicas de IPS e.max CAD. Se aplica sobre las;33.3;33,30 €;884
8063;H99829;E.MAX CAD CRYSTALL SHADE;Ivoclar;PRÓTESIS;L1;Jeringa 3 gr. Colores para su utilización con IPS e.max CAD. restauraciones ya cristalizadas como en;69.3;69,30 €;884
8064;H99830;E.MAX CAD CRYSTALL SHADE;Ivoclar;PRÓTESIS;L2;Jeringa 3 gr. Colores para su utilización con IPS e.max CAD. restauraciones ya cristalizadas como en;69.3;69,30 €;884
8065;H99831;E.MAX CAD CRYSTALL SHADE;Ivoclar;PRÓTESIS;0;Jeringa 3 gr. Colores para su utilización con IPS e.max CAD. restauraciones ya cristalizadas como en;69.3;69,30 €;884
8066;H99832;E.MAX CAD CRYSTALL STAINS;Ivoclar;PRÓTESIS;Mahogani;Jeringa 1 gr. Maquillajes dentinarios en pasta para la reproducción de características Pueden aplicarse tanto en para su uso con IPS e.max CAD y que estado “azul”. restauraciones ya cristalizadas como en;69.3;69,30 €;884
8067;H99833;E.MAX CAD CRYSTALL STAINS;Ivoclar;PRÓTESIS;Sunset;Jeringa 1 gr. Maquillajes dentinarios en pasta para la reproducción de características Pueden aplicarse tanto en para su uso con IPS e.max CAD y que estado “azul”. restauraciones ya cristalizadas como en;69.3;69,30 €;884
8068;H99834;E.MAX CAD CRYSTALL STAINS;Ivoclar;PRÓTESIS;Creme;Jeringa 1 gr. Maquillajes dentinarios en pasta para la reproducción de características Pueden aplicarse tanto en para su uso con IPS e.max CAD y que estado “azul”. restauraciones ya cristalizadas como en;69.3;69,30 €;884
8069;H99835;E.MAX CAD CRYSTALL STAINS;Ivoclar;PRÓTESIS;Khaki;Jeringa 1 gr. Maquillajes dentinarios en pasta para la reproducción de características Pueden aplicarse tanto en para su uso con IPS e.max CAD y que estado “azul”. restauraciones ya cristalizadas como en;69.3;69,30 €;884
8070;H99836;E.MAX CAD CRYSTALL STAINS;Ivoclar;PRÓTESIS;Olive;Jeringa 1 gr. Maquillajes dentinarios en pasta para la reproducción de características Pueden aplicarse tanto en para su uso con IPS e.max CAD y que estado “azul”. restauraciones ya cristalizadas como en;69.3;69,30 €;884
8071;H99837;E.MAX CAD CRYSTALL STAINS;Ivoclar;PRÓTESIS;White;Jeringa 1 gr. Maquillajes dentinarios en pasta para la reproducción de características Pueden aplicarse tanto en para su uso con IPS e.max CAD y que estado “azul”. restauraciones ya cristalizadas como en;69.3;69,30 €;884
8072;H63711;IPS NATURAL DIE MATERIAL SEPARADOR REPOSICIÓN;Ivoclar;PRÓTESIS;;Envase 20 ml.;41.45;41,45 €;885
8073;H99597;OBJECT FIX;Ivoclar;PRÓTESIS;Flow 10 ml. *Todos;Pasta para facilitar el apoyo de las restaura- ciones de cerámica sin metal durante la cocción y la cristalización.;26.65;26,65 €;885
8074;H99598;OBJECT FIX;Ivoclar;PRÓTESIS;Putty 10 g.;Pasta para facilitar el apoyo de las restaura- ciones de cerámica sin metal durante la cocción y la cristalización.;26.65;26,65 €;885
8075;H61580;BRILLIANT CRIOS;Coltene;PRÓTESIS;;Bloques de composite reforzados para restauraciones estéticas permanentes. Alta resistencia a la flexión,;136.86;136,86 €;886
8076;H61581;BRILLIANT CRIOS;Coltene;PRÓTESIS;;Bloques de composite reforzados para restauraciones estéticas permanentes. Alta resistencia a la flexión,;136.86;136,86 €;886
8077;HD1031;DISCO CALIBRACIÓN PROGRAMILL+LABEL HD2080 689016 x;Ivoclar Digital;PRÓTESIS;;;48.24;48,24 €;889
8078;HD1053;PROGRAMILL FLUID;Ivoclar Digital;PRÓTESIS;1000 ml;Líquido refrigerante fresadoras Ivoclar.;38.07;38,07 €;890
8079;H103190;FRESAS COMPATIBLES CON;HORICO;PRÓTESIS;NEGRO 50 X 4 X 0,6mm;Fresa compatibles Nos garantizan una en negro (120 a calidad/precio.;37.31;37,31 €;896
8080;H103191;FRESAS COMPATIBLES CON;HORICO;PRÓTESIS;NEGRO 50 X 4 X 1,0mm;Fresa compatibles Nos garantizan una en negro (120 a calidad/precio.;37.31;37,31 €;896
8081;H103192;FRESAS COMPATIBLES CON;HORICO;PRÓTESIS;NEGRO 50 X 4 X 2,0mm;Fresa compatibles Nos garantizan una en negro (120 a calidad/precio.;37.31;37,31 €;896
8082;H104517;CORITEC LÍQUIDO REFRIGERANTE UNIVERSAL;Imes;PRÓTESIS;;5 litros. Líquido refrigerante CORiTEC UNIVERSAL. Líquido refrigerante para fresado en húmedo;367.5;367,50 €;896
8083;H20532;DENTALUB LUBRICANTE PARA PROCESAR TITANIO;Sirona;PRÓTESIS;1000ml;Líquido lubricante refrigerante para el pr ocesamiento de titanio;59.18;59,18 €;896
8084;H20542;MC CARE LÍQUIDO;Sirona;PRÓTESIS;250m;MC Care líquido preventivo de limpieza y lubrificación de los siste- proceso de limpieza Líquido concentrado que se unidades de tallado de agua dependien- Sirona. de tallado y su utilidad.;84.0;84,00 €;896
8085;H62047;LÍQUIDO REFRIGERANTE;Dentsply Sirona;PRÓTESIS;1000 ml;Liquido de limpieza mas CECREC®. diluye con una proporción do de la unidad;84.0;84,00 €;896
8086;H103610;RESINA 3D MODELOS ST;4Design;PRÓTESIS;Beige 385 nm;1000g. Es importante longitud de onda de la resina 3D coincida 3D y que esta disponga de los parámetros imprimir correctamente.;99.95;99,95 €;897
8087;H103611;RESINA 3D MODELOS HP;4Design;PRÓTESIS;Peach 385 nm;1000g. Es importante longitud de onda de la resina 3D coincida 3D y que esta disponga de los parámetros asegurarse de que la imprimir correctamente. con la de su impresora específicos para poder;162.5;162,50 €;897
8088;H103612;RESINA 3D MODELOS HP;4Design;PRÓTESIS;Gris 385 nm;1000g. Es importante longitud de onda de la resina 3D coincida 3D y que esta disponga de los parámetros asegurarse de que la imprimir correctamente. con la de su impresora específicos para poder;162.5;162,50 €;897
8089;H103613;RESINA 3D MODELOS HP;4Design;PRÓTESIS;Ivory 385 nm;1000g. Es importante longitud de onda de la resina 3D coincida 3D y que esta disponga de los parámetros asegurarse de que la imprimir correctamente. con la de su impresora específicos para poder;99.95;99,95 €;897
8090;H103614;RESINA 3D CALCINABLE;4Design;PRÓTESIS;Verde 385 nm;1000g. Es importante asegurarse de que la longitud de onda de la resina 3D coincida con la de su impresora 3D y que esta disponga de los parámetros específicos para poder;162.5;162,50 €;897
8091;H103674;RESINA 3D GINGIVA 4DESIGN;4Design;PRÓTESIS;385 nm;1000g. Es importante longitud de onda de la resina 3D coincida 3D y que esta disponga de los parámetros imprimir correctamente.;206.28;206,28 €;897
8092;H103675;RESINA 3D TEMP 4DESIGN;4Design;PRÓTESIS;A1;1000g. Es importante longitud de onda de la resina 3D coincida asegurarse de que la 3D y que esta disponga de los parámetros con la de su impresora imprimir correctamente. específicos para poder;252.43;252,43 €;897
8093;H103676;RESINA 3D TEMP 4DESIGN;4Design;PRÓTESIS;A2;1000g. Es importante longitud de onda de la resina 3D coincida asegurarse de que la 3D y que esta disponga de los parámetros con la de su impresora imprimir correctamente. específicos para poder;252.43;252,43 €;897
8094;H103677;RESINA 3D TEMP 4DESIGN;4Design;PRÓTESIS;A3;1000g. Es importante longitud de onda de la resina 3D coincida asegurarse de que la 3D y que esta disponga de los parámetros con la de su impresora imprimir correctamente. específicos para poder;206.28;206,28 €;897
8095;H103386;FREEPRINT SPLINTMASTER;Detax;PRÓTESIS;Flexible 1000gr;"Formulación La pronunciada estabilidad impresión 3D de férulas flexibles, retenedores, de modelos maestros claro transparente; Longitud de onda: considerablemente más clase Iia azul claro.";552.45;552,45 €;898
8096;H103387;FREEPRINT SPLINTMASTER;Detax;PRÓTESIS;Taff semi-flexible 1000g;"Formulación La pronunciada estabilidad impresión 3D de férulas flexibles, retenedores, de modelos maestros claro transparente; Longitud de onda: considerablemente más clase Iia azul claro.";385.78;385,78 €;898
8097;H103420;FREEPRINT TEMP UV;Detax;PRÓTESIS;A1 500 gr.;Resina 3D para la fabricación de coronas acabado natural. Compatible con con rango de fotopolimerización 378-388 a las roturas y la flexión, así como una De colores estéticos, brillantes y translúcidos Con el sistema de “smartrepair” restauraciones pueden ser caracterizadas;224.73;224,73 €;898
8098;H103421;FREEPRINT TEMP UV;Detax;PRÓTESIS;A1 1000 gr.;Resina 3D para la fabricación de coronas acabado natural. Compatible con con rango de fotopolimerización 378-388 a las roturas y la flexión, así como una De colores estéticos, brillantes y translúcidos Con el sistema de “smartrepair” restauraciones pueden ser caracterizadas;419.49;419,49 €;898
8099;H103422;FREEPRINT TEMP UV;Detax;PRÓTESIS;A2 500 gr.;Resina 3D para la fabricación de coronas acabado natural. Compatible con con rango de fotopolimerización 378-388 a las roturas y la flexión, así como una De colores estéticos, brillantes y translúcidos Con el sistema de “smartrepair” restauraciones pueden ser caracterizadas;224.73;224,73 €;898
8100;H103423;FREEPRINT TEMP UV;Detax;PRÓTESIS;A2 1000 gr.;Resina 3D para la fabricación de coronas acabado natural. Compatible con con rango de fotopolimerización 378-388 a las roturas y la flexión, así como una De colores estéticos, brillantes y translúcidos Con el sistema de “smartrepair” restauraciones pueden ser caracterizadas;419.49;419,49 €;898
8101;H103424;FREEPRINT TEMP UV;Detax;PRÓTESIS;A3 500 gr.;Resina 3D para la fabricación de coronas acabado natural. Compatible con con rango de fotopolimerización 378-388 a las roturas y la flexión, así como una De colores estéticos, brillantes y translúcidos Con el sistema de “smartrepair” restauraciones pueden ser caracterizadas;224.73;224,73 €;898
8102;H103425;FREEPRINT TEMP UV;Detax;PRÓTESIS;A3 1000 gr.;Resina 3D para la fabricación de coronas acabado natural. Compatible con con rango de fotopolimerización 378-388 a las roturas y la flexión, así como una De colores estéticos, brillantes y translúcidos Con el sistema de “smartrepair” restauraciones pueden ser caracterizadas;419.49;419,49 €;898
8103;H103439;FREEPRINT MODEL T;Detax;PRÓTESIS;385 nm;1000g. Resina a la temperatura. Para la impresión 3D de modelos de termoformado. Reproducción precisa de detalles, y estabilidad de los bordes de en la construcción, al tacto y la estabilidad exigencias de la fabricación de modelos.;385.78;385,78 €;898
8104;H103448;FREEPRINT DENTURE;Detax;PRÓTESIS;500 gr.;385 nm. Resina biocompatible fotopolimerizable para la impresión 3D de bases de prótesis removibles. Alta fiabilidad del proceso gracias a la alta dureza inicial después de la impresión. Baja viscosidad para reducir el consumo de material;209.75;209,75 €;898
8105;H103449;FREEPRINT DENTURE;Detax;PRÓTESIS;1000 gr.;385 nm. Resina biocompatible fotopolimerizable para la impresión 3D de bases de prótesis removibles. Alta fiabilidad del proceso gracias a la alta dureza inicial después de la impresión. Baja viscosidad para reducir el consumo de material;393.27;393,27 €;898
8106;H103495;FREEPRINT IBT;Detax;PRÓTESIS;385nm. 1000gr.;385nm. Resina biocompatible fotopolimerizable para la impresión 3D de bandejas de transferencia de ortodoncia para posicionar brackets. fotopolimerizable para la Las bandejas de unión indirecta son transparentes y facilitan;515.0;515,00 €;898
8107;H103427;FREEPRINT ORTHO;Detax;PRÓTESIS;UV 378-388;ortodoncia. Alta una buena elasticidad de alambre fácilmente.;393.27;393,27 €;899
8108;H103446;FREEPRINT GINGIVA;Detax;PRÓTESIS;500 gr.;Resina de impresión para la fabricación de encía elástica para compatible con impresoras con rango 388nm.;176.04;176,04 €;899
8109;H103447;FREEPRINT GINGIVA;Detax;PRÓTESIS;1000 gr.;Resina de impresión para la fabricación de encía elástica para compatible con impresoras con rango 388nm.;327.73;327,73 €;899
8110;H103490;FREEPRINT SPLINT 2.0;Detax;PRÓTESIS;500 gr. 385nm;Resina biocompatible fotocurable para la óptima del impresión de férulas, fijaciones y llaves de transferencia. Fórmula para transparente para facilitar el control visual del área de trabajo. Alta de dureza blanco.;385.78;385,78 €;899
8111;H103491;FREEPRINT SPLINT 2.0;Detax;PRÓTESIS;1000 gr. 385nm;Resina biocompatible fotocurable para la óptima del impresión de férulas, fijaciones y llaves de transferencia. Fórmula para transparente para facilitar el control visual del área de trabajo. Alta de dureza blanco.;385.78;385,78 €;899
8112;H103496;FREEPRINT MODEL;Detax;PRÓTESIS;385nm.;3D fotocurable estabilidad de la forma modelos de trabajo. Es Flujo de trabajo más de fotopolimerización 378- en la construcción, exigencias de la producción borde proporciona;385.78;385,78 €;899
8113;H103497;FREEPRINT MODEL;Detax;PRÓTESIS;385nm.;3D fotocurable estabilidad de la forma modelos de trabajo. Es Flujo de trabajo más de fotopolimerización 378- en la construcción, exigencias de la producción borde proporciona;385.78;385,78 €;899
8114;H103498;FREEPRINT MODEL;Detax;PRÓTESIS;385nm.;3D fotocurable estabilidad de la forma modelos de trabajo. Es Flujo de trabajo más de fotopolimerización 378- en la construcción, exigencias de la producción borde proporciona;385.78;385,78 €;899
8115;H103499;FREEPRINT MODEL;Detax;PRÓTESIS;385nm.;3D fotocurable estabilidad de la forma modelos de trabajo. Es Flujo de trabajo más de fotopolimerización 378- en la construcción, exigencias de la producción borde proporciona;176.04;176,04 €;899
8116;H130470;FREEPRINT MODEL;Detax;PRÓTESIS;385nm.;3D fotocurable estabilidad de la forma modelos de trabajo. Es Flujo de trabajo más de fotopolimerización 378- en la construcción, exigencias de la producción borde proporciona;327.73;327,73 €;899
8117;H103120;FREEPRINT MODEL;Detax;PRÓTESIS;Lightgrey;desarrollada para la de trabajo. Las características 3D fotocurable para requisitos en cuanto Es compatible con El aumento adicional 385nm. funcionalidad óptima. para una aplicación;177.91;177,91 €;900
8118;H103121;FREEPRINT MODEL;Detax;PRÓTESIS;Grey;desarrollada para la de trabajo. Las características 3D fotocurable para requisitos en cuanto Es compatible con El aumento adicional 385nm. funcionalidad óptima. para una aplicación;177.91;177,91 €;900
8119;H103122;FREEPRINT MODEL;Detax;PRÓTESIS;Sand;desarrollada para la de trabajo. Las características 3D fotocurable para requisitos en cuanto Es compatible con El aumento adicional 385nm. funcionalidad óptima. para una aplicación;177.91;177,91 €;900
8120;H103123;FREEPRINT MODEL;Detax;PRÓTESIS;Caramel;desarrollada para la de trabajo. Las características 3D fotocurable para requisitos en cuanto Es compatible con El aumento adicional 385nm. funcionalidad óptima. para una aplicación;177.91;177,91 €;900
8121;H103444;FREEPRINT CAST 2.0 UV;Detax;PRÓTESIS;500 gr.;Resina de impresión la fabricación de componentes calcinables. impresoras con rango de fotopolimerización;125.47;125,47 €;900
8122;H103445;FREEPRINT CAST 2.0 UV;Detax;PRÓTESIS;1000 gr.;Resina de impresión la fabricación de componentes calcinables. impresoras con rango de fotopolimerización;235.96;235,96 €;900
8123;H12710;FREEPRINT DENTURE FLEX;Detax;PRÓTESIS;Pink-Trans 1 Kg;Es importante con la de su impresora 3D y que esta correctamente. Resina fotopolimerizable y biocompatible Descubre un nuevo nivel de confort con Sin ganchos metálicos, con impresión ajuste perfecto y un aspecto natural. y aprovecha el uso sostenible del material;1016.91;1016,91 €;900
8124;H12711;FREEPRINT DENTURE FLEX;Detax;PRÓTESIS;Clear 1 Kg;Es importante con la de su impresora 3D y que esta correctamente. Resina fotopolimerizable y biocompatible Descubre un nuevo nivel de confort con Sin ganchos metálicos, con impresión ajuste perfecto y un aspecto natural. y aprovecha el uso sostenible del material;1016.91;1016,91 €;900
8125;H12712;FREEPRINT DENTURE IMPACT 1 KG;Detax;PRÓTESIS;Pink-Trans 1 Kg;Es importante asegurarse de que la longitud de onda de la resina 3D coincida con la de su impresora 3D y que esta disponga de los parámetros específicos para poder imprimir correctamente. coincida Resina fotopolimerizable y biocompatible para la impresión 3D de prótesis completas.;1016.91;1016,91 €;900
8126;H12713;FREEPRINT DENTURE IMPACT 1 KG;Detax;PRÓTESIS;Clear 1 Kg;Es importante asegurarse de que la longitud de onda de la resina 3D coincida con la de su impresora 3D y que esta disponga de los parámetros específicos para poder imprimir correctamente. coincida Resina fotopolimerizable y biocompatible para la impresión 3D de prótesis completas.;1016.91;1016,91 €;900
8127;H103475;DIMA PRINT STONE;Kulzer;PRÓTESIS;Beige LC2;1000 g. Resina para impresión 3D de eleva- de clase IIa para la da precisión, ideal para modelos de implantes. Resistente al calor, verificar el confort y la perfecto para el termoconformado plástico. Color estético para el de la prótesis definitiva. recubrimiento. Para modelos de situación, de sección, ortodoncia y de implantes.;407.0;407,00 €;902
8128;H103476;DIMA PRINT SPLINT;Kulzer;PRÓTESIS;Clear;1000 gr. Resina para;337.0;337,00 €;902
8129;H103479;DIMA PRINT STONE TEAL 1000G;Kulzer;PRÓTESIS;;Resina de impresión 3D para fabricar modelos de ortodoncia y modelos para elaborar alineadores PVP. mediante la técnica de vacío.;312.0;312,00 €;902
8130;H103581;DIMA DENTURE BASE TRAY-IN;Kulzer;PRÓTESIS;1000gr;Resina biocompatible impresión 3D Producto impresión de dentaduras de prueba para;337.0;337,00 €;902
8131;H103474;DIMA PRINT GINGIVA MASK;Kulzer;PRÓTESIS;Rosa. LC2;1000 gr. Resina para;312.0;312,00 €;903
